admissionid,patientid,doctorid,hospitalid,admissiondate,dischargedate,diagnosis,department,admissiondays,stay_category
ADM-005652,542-99-3286,DR-0247,HOSP-007,2022-12-20,2022-12-30,Measles,Pediatrics,10,Medium Treatment
ADM-005653,856-99-8295,DR-0028,HOSP-010,2022-07-04,2022-07-07,Pregnancy,Gynecology,3,Short Treatment
ADM-005654,552-47-2194,DR-0340,HOSP-006,2024-03-12,2024-03-31,Chickenpox,Pediatrics,19,Long Treatment
ADM-005655,230-69-3588,DR-0054,HOSP-007,2023-02-10,2023-02-26,Viral Fever,General Medicine,16,Long Treatment
ADM-005656,870-57-7862,DR-0046,HOSP-010,2022-07-11,2022-07-22,Breast Cancer,Oncology,11,Medium Treatment
ADM-005657,512-28-7581,DR-0342,HOSP-005,2022-01-12,2022-01-22,Food Poisoning,General Medicine,10,Medium Treatment
ADM-005658,590-17-9353,DR-0036,HOSP-002,2023-03-01,2023-03-03,Coronary Artery Disease,Cardiology,2,Short Treatment
ADM-005659,327-94-8284,DR-0166,HOSP-010,2023-11-05,2023-11-13,Eczema,Dermatology,8,Medium Treatment
ADM-005660,666-43-3554,DR-0346,HOSP-005,2023-03-25,2023-04-02,Endometriosis,Gynecology,8,Medium Treatment
ADM-005661,144-87-3475,DR-0197,HOSP-005,2022-10-13,2022-10-27,Stroke,Neurology,14,Medium Treatment
ADM-005662,704-64-1520,DR-0068,HOSP-003,2022-01-16,2022-02-09,PCOS,Gynecology,24,Long Treatment
ADM-005663,872-37-1934,DR-0148,HOSP-008,2023-08-19,2023-09-03,Melanoma,Dermatology,15,Long Treatment
ADM-005664,623-13-6077,DR-0112,HOSP-003,2022-03-02,2022-03-23,Lymphoma,Oncology,21,Long Treatment
ADM-005665,632-18-6714,DR-0287,HOSP-007,2024-03-18,2024-04-01,Tonsillitis,Pediatrics,14,Medium Treatment
ADM-005666,325-98-5395,DR-0169,HOSP-001,2022-12-25,2023-01-19,Myocardial Infarction,Cardiology,25,Long Treatment
ADM-005667,410-89-6910,DR-0075,HOSP-007,2022-10-04,2022-10-13,Dengue,General Medicine,9,Medium Treatment
ADM-005668,781-37-1364,DR-0076,HOSP-008,2023-12-09,2023-12-14,Endometriosis,Gynecology,5,Medium Treatment
ADM-005669,952-57-1387,DR-0202,HOSP-005,2024-03-24,2024-04-04,Arthritis,Orthopedics,11,Medium Treatment
ADM-005670,809-39-8643,DR-0177,HOSP-008,2022-09-10,2022-09-19,Ligament Tear,Orthopedics,9,Medium Treatment
ADM-005671,954-87-3372,DR-0315,HOSP-008,2023-08-05,2023-08-16,Breast Cancer,Oncology,11,Medium Treatment
ADM-005672,959-90-6926,DR-0148,HOSP-008,2023-02-21,2023-03-11,Eczema,Dermatology,18,Long Treatment
ADM-005673,349-94-1418,DR-0123,HOSP-003,2022-01-06,2022-01-11,Arrhythmia,Cardiology,5,Medium Treatment
ADM-005674,537-90-9020,DR-0292,HOSP-005,2022-01-16,2022-02-07,Lymphoma,Oncology,22,Long Treatment
ADM-005675,561-33-3148,DR-0348,HOSP-004,2023-03-09,2023-03-18,Ligament Tear,Orthopedics,9,Medium Treatment
ADM-005676,549-55-8678,DR-0225,HOSP-008,2023-01-07,2023-01-14,Asthma,Pediatrics,7,Medium Treatment
ADM-005677,998-62-5322,DR-0125,HOSP-006,2023-12-27,2024-01-20,Myocardial Infarction,Cardiology,24,Long Treatment
ADM-005678,951-43-9953,DR-0287,HOSP-007,2023-11-13,2023-11-25,Tonsillitis,Pediatrics,12,Medium Treatment
ADM-005679,748-70-9261,DR-0137,HOSP-010,2022-12-13,2023-01-01,Bipolar Disorder,Psychiatry,19,Long Treatment
ADM-005680,540-22-7173,DR-0245,HOSP-007,2022-05-17,2022-06-08,Myocardial Infarction,Cardiology,22,Long Treatment
ADM-005681,241-79-8699,DR-0273,HOSP-003,2022-09-28,2022-10-03,Ovarian Cyst,Gynecology,5,Medium Treatment
ADM-005682,384-93-6000,DR-0012,HOSP-001,2022-08-26,2022-09-05,Eczema,Dermatology,10,Medium Treatment
ADM-005683,418-95-4116,DR-0227,HOSP-006,2024-05-13,2024-05-18,Lung Cancer,Oncology,5,Medium Treatment
ADM-005684,283-18-8078,DR-0275,HOSP-007,2022-10-22,2022-10-30,Acne Vulgaris,Dermatology,8,Medium Treatment
ADM-005685,191-53-9127,DR-0047,HOSP-005,2022-01-24,2022-02-01,Alzheimers,Neurology,8,Medium Treatment
ADM-005686,871-94-2465,DR-0204,HOSP-009,2022-12-15,2022-12-21,Acne Vulgaris,Dermatology,6,Medium Treatment
ADM-005687,664-26-2851,DR-0156,HOSP-009,2023-09-20,2023-10-04,Breast Cancer,Oncology,14,Medium Treatment
ADM-005688,707-31-8982,DR-0172,HOSP-005,2023-05-05,2023-05-17,Diabetes,General Medicine,12,Medium Treatment
ADM-005689,404-91-1583,DR-0236,HOSP-003,2023-09-04,2023-09-07,Alzheimers,Neurology,3,Short Treatment
ADM-005690,770-26-4124,DR-0123,HOSP-003,2023-10-21,2023-11-10,Heart Failure,Cardiology,20,Long Treatment
ADM-005691,378-10-2329,DR-0269,HOSP-008,2022-07-13,2022-08-02,Pneumonia,General Medicine,20,Long Treatment
ADM-005692,280-21-1635,DR-0335,HOSP-007,2023-01-24,2023-02-11,Anxiety Disorder,Psychiatry,18,Long Treatment
ADM-005693,166-65-4983,DR-0070,HOSP-002,2022-08-29,2022-09-03,PCOS,Gynecology,5,Medium Treatment
ADM-005694,824-98-9105,DR-0091,HOSP-002,2023-02-05,2023-02-18,Stroke,Neurology,13,Medium Treatment
ADM-005695,783-25-8625,DR-0313,HOSP-005,2023-01-21,2023-01-28,Endometriosis,Gynecology,7,Medium Treatment
ADM-005696,292-18-3988,DR-0123,HOSP-003,2023-06-21,2023-06-25,Heart Failure,Cardiology,4,Short Treatment
ADM-005697,942-33-4171,DR-0259,HOSP-004,2023-04-15,2023-04-20,Diabetes,General Medicine,5,Medium Treatment
ADM-005698,819-83-8527,DR-0328,HOSP-003,2022-12-13,2022-12-17,Migraine,Neurology,4,Short Treatment
ADM-005699,533-48-3111,DR-0201,HOSP-003,2024-03-30,2024-04-10,Myocardial Infarction,Cardiology,11,Medium Treatment
ADM-005700,326-34-9612,DR-0057,HOSP-010,2022-11-09,2022-11-26,Pregnancy,Gynecology,17,Long Treatment
ADM-005701,489-96-7236,DR-0121,HOSP-008,2024-05-31,2024-06-12,Psoriasis,Dermatology,12,Medium Treatment
ADM-005702,402-85-1513,DR-0338,HOSP-006,2022-07-03,2022-07-13,Lymphoma,Oncology,10,Medium Treatment
ADM-005703,745-19-4719,DR-0211,HOSP-007,2023-10-12,2023-10-14,Bipolar Disorder,Psychiatry,2,Short Treatment
ADM-005704,563-60-3821,DR-0296,HOSP-007,2024-05-26,2024-06-03,Pregnancy,Gynecology,8,Medium Treatment
ADM-005705,793-32-5930,DR-0124,HOSP-003,2023-10-03,2023-10-20,Eczema,Dermatology,17,Long Treatment
ADM-005706,845-55-6685,DR-0124,HOSP-003,2023-06-24,2023-07-05,Melanoma,Dermatology,11,Medium Treatment
ADM-005707,977-37-1052,DR-0071,HOSP-010,2022-10-06,2022-10-12,Asthma,Pediatrics,6,Medium Treatment
ADM-005708,843-61-9648,DR-0331,HOSP-001,2024-03-03,2024-03-16,Leukemia,Oncology,13,Medium Treatment
ADM-005709,385-95-2908,DR-0128,HOSP-009,2023-09-18,2023-10-09,Dengue,General Medicine,21,Long Treatment
ADM-005710,743-91-1147,DR-0197,HOSP-005,2024-01-02,2024-01-10,Parkinsons,Neurology,8,Medium Treatment
ADM-005711,739-46-6707,DR-0141,HOSP-007,2024-03-29,2024-04-19,Lymphoma,Oncology,21,Long Treatment
ADM-005712,411-52-8415,DR-0083,HOSP-005,2022-02-24,2022-02-26,Bronchitis,Pediatrics,2,Short Treatment
ADM-005713,436-54-7511,DR-0321,HOSP-009,2023-07-15,2023-08-03,Measles,Pediatrics,19,Long Treatment
ADM-005714,865-88-5733,DR-0121,HOSP-008,2023-08-14,2023-09-08,Psoriasis,Dermatology,25,Long Treatment
ADM-005715,125-64-7299,DR-0017,HOSP-003,2022-12-13,2023-01-07,Leukemia,Oncology,25,Long Treatment
ADM-005716,230-66-6848,DR-0069,HOSP-009,2023-02-15,2023-02-19,Bronchitis,Pediatrics,4,Short Treatment
ADM-005717,880-13-4399,DR-0314,HOSP-003,2023-04-10,2023-04-16,Arrhythmia,Cardiology,6,Medium Treatment
ADM-005718,922-85-8024,DR-0233,HOSP-006,2023-06-08,2023-06-13,Heart Failure,Cardiology,5,Medium Treatment
ADM-005719,328-76-7649,DR-0040,HOSP-004,2023-04-12,2023-04-24,Pregnancy,Gynecology,12,Medium Treatment
ADM-005720,210-28-8589,DR-0325,HOSP-003,2022-04-26,2022-05-04,Melanoma,Dermatology,8,Medium Treatment
ADM-005721,923-97-7272,DR-0338,HOSP-006,2023-07-27,2023-08-21,Lymphoma,Oncology,25,Long Treatment
ADM-005722,139-74-6917,DR-0307,HOSP-003,2022-12-14,2022-12-29,Lymphoma,Oncology,15,Long Treatment
ADM-005723,940-17-9442,DR-0046,HOSP-010,2023-12-25,2024-01-12,Leukemia,Oncology,18,Long Treatment
ADM-005724,976-87-3128,DR-0059,HOSP-006,2022-01-13,2022-01-21,Arthritis,Orthopedics,8,Medium Treatment
ADM-005725,692-31-1845,DR-0125,HOSP-006,2022-03-04,2022-03-09,Arrhythmia,Cardiology,5,Medium Treatment
ADM-005726,534-61-8563,DR-0327,HOSP-003,2022-09-23,2022-09-24,Stroke,Neurology,1,Short Treatment
ADM-005727,449-36-8533,DR-0103,HOSP-005,2023-05-14,2023-05-22,Arrhythmia,Cardiology,8,Medium Treatment
ADM-005728,812-99-6256,DR-0174,HOSP-001,2023-07-27,2023-07-30,Spinal Disc Herniation,Orthopedics,3,Short Treatment
ADM-005729,357-71-2743,DR-0338,HOSP-006,2023-09-20,2023-10-13,Breast Cancer,Oncology,23,Long Treatment
ADM-005730,461-76-9776,DR-0279,HOSP-010,2024-02-16,2024-03-10,Spinal Disc Herniation,Orthopedics,23,Long Treatment
ADM-005731,547-77-6608,DR-0259,HOSP-004,2022-08-03,2022-08-06,Diabetes,General Medicine,3,Short Treatment
ADM-005732,263-55-4983,DR-0115,HOSP-007,2022-09-24,2022-10-15,Lymphoma,Oncology,21,Long Treatment
ADM-005733,694-91-1003,DR-0228,HOSP-003,2023-05-16,2023-05-25,Viral Fever,General Medicine,9,Medium Treatment
ADM-005734,506-39-8325,DR-0098,HOSP-001,2023-12-18,2023-12-19,Spinal Disc Herniation,Orthopedics,1,Short Treatment
ADM-005735,891-28-8884,DR-0108,HOSP-007,2022-01-07,2022-01-17,Migraine,Neurology,10,Medium Treatment
ADM-005736,633-60-7606,DR-0271,HOSP-010,2023-04-05,2023-04-23,Asthma,Pediatrics,18,Long Treatment
ADM-005737,238-90-5713,DR-0318,HOSP-008,2022-10-19,2022-10-22,Fracture,Orthopedics,3,Short Treatment
ADM-005738,547-97-3624,DR-0161,HOSP-006,2023-08-21,2023-09-02,Bipolar Disorder,Psychiatry,12,Medium Treatment
ADM-005739,961-46-6323,DR-0016,HOSP-008,2024-01-06,2024-01-14,Alzheimers,Neurology,8,Medium Treatment
ADM-005740,438-81-7985,DR-0326,HOSP-009,2022-02-21,2022-03-07,Arrhythmia,Cardiology,14,Medium Treatment
ADM-005741,635-88-2449,DR-0027,HOSP-004,2022-09-28,2022-09-30,Pneumonia,General Medicine,2,Short Treatment
ADM-005742,637-78-2532,DR-0140,HOSP-003,2024-04-06,2024-04-09,Chickenpox,Pediatrics,3,Short Treatment
ADM-005743,445-96-5710,DR-0222,HOSP-003,2022-02-07,2022-02-09,Breast Cancer,Oncology,2,Short Treatment
ADM-005744,744-10-2058,DR-0224,HOSP-002,2023-04-19,2023-04-25,Diabetes,General Medicine,6,Medium Treatment
ADM-005745,106-18-8359,DR-0169,HOSP-001,2023-08-02,2023-08-14,Arrhythmia,Cardiology,12,Medium Treatment
ADM-005746,962-72-4544,DR-0127,HOSP-005,2022-07-11,2022-07-26,Depression,Psychiatry,15,Long Treatment
ADM-005747,738-98-4288,DR-0111,HOSP-007,2023-06-04,2023-06-10,Migraine,Neurology,6,Medium Treatment
ADM-005748,723-59-8214,DR-0024,HOSP-009,2022-08-14,2022-08-18,Bipolar Disorder,Psychiatry,4,Short Treatment
ADM-005749,966-67-5695,DR-0226,HOSP-001,2023-05-13,2023-05-17,Ligament Tear,Orthopedics,4,Short Treatment
ADM-005750,745-94-5251,DR-0042,HOSP-009,2022-05-21,2022-06-10,Lymphoma,Oncology,20,Long Treatment
ADM-005751,336-81-9107,DR-0086,HOSP-007,2024-01-23,2024-02-15,Depression,Psychiatry,23,Long Treatment
ADM-005752,622-44-5807,DR-0081,HOSP-005,2023-11-06,2023-11-21,Melanoma,Dermatology,15,Long Treatment
ADM-005753,346-94-2175,DR-0243,HOSP-010,2022-11-12,2022-11-30,Heart Failure,Cardiology,18,Long Treatment
ADM-005754,312-63-6150,DR-0239,HOSP-003,2022-10-22,2022-11-01,Chickenpox,Pediatrics,10,Medium Treatment
ADM-005755,995-81-2435,DR-0079,HOSP-010,2023-10-28,2023-11-20,Lung Cancer,Oncology,23,Long Treatment
ADM-005756,293-85-5127,DR-0064,HOSP-006,2022-08-13,2022-08-25,Chickenpox,Pediatrics,12,Medium Treatment
ADM-005757,549-47-8117,DR-0328,HOSP-003,2023-11-14,2023-11-18,Epilepsy,Neurology,4,Short Treatment
ADM-005758,557-49-9254,DR-0314,HOSP-003,2023-02-20,2023-02-22,Arrhythmia,Cardiology,2,Short Treatment
ADM-005759,596-70-1321,DR-0078,HOSP-007,2022-08-11,2022-09-02,Psoriasis,Dermatology,22,Long Treatment
ADM-005760,214-68-1264,DR-0065,HOSP-007,2022-11-05,2022-11-21,Breast Cancer,Oncology,16,Long Treatment
ADM-005761,547-33-7798,DR-0273,HOSP-003,2023-02-10,2023-02-27,PCOS,Gynecology,17,Long Treatment
ADM-005762,325-59-3859,DR-0165,HOSP-007,2023-08-05,2023-08-10,PCOS,Gynecology,5,Medium Treatment
ADM-005763,925-32-2753,DR-0333,HOSP-010,2022-03-29,2022-04-16,Schizophrenia,Psychiatry,18,Long Treatment
ADM-005764,975-34-5908,DR-0183,HOSP-002,2022-12-29,2023-01-22,Leukemia,Oncology,24,Long Treatment
ADM-005765,615-90-5747,DR-0206,HOSP-006,2022-08-24,2022-09-08,Depression,Psychiatry,15,Long Treatment
ADM-005766,493-49-1453,DR-0244,HOSP-010,2022-08-02,2022-08-25,Pneumonia,General Medicine,23,Long Treatment
ADM-005767,856-50-5586,DR-0144,HOSP-003,2023-12-29,2024-01-22,Dengue,General Medicine,24,Long Treatment
ADM-005768,755-64-9562,DR-0303,HOSP-002,2023-04-08,2023-04-28,Ligament Tear,Orthopedics,20,Long Treatment
ADM-005769,781-48-6636,DR-0214,HOSP-003,2024-05-04,2024-05-22,Pregnancy,Gynecology,18,Long Treatment
ADM-005770,287-45-8579,DR-0309,HOSP-002,2023-07-27,2023-08-12,Dengue,General Medicine,16,Long Treatment
ADM-005771,434-32-5426,DR-0213,HOSP-001,2023-10-12,2023-10-22,Leukemia,Oncology,10,Medium Treatment
ADM-005772,798-97-6841,DR-0316,HOSP-002,2023-04-14,2023-05-01,Alzheimers,Neurology,17,Long Treatment
ADM-005773,303-95-4282,DR-0227,HOSP-006,2023-04-28,2023-05-18,Lung Cancer,Oncology,20,Long Treatment
ADM-005774,550-63-4584,DR-0270,HOSP-004,2023-09-23,2023-10-18,Arrhythmia,Cardiology,25,Long Treatment
ADM-005775,125-56-8636,DR-0217,HOSP-008,2023-03-22,2023-04-11,Psoriasis,Dermatology,20,Long Treatment
ADM-005776,241-77-8240,DR-0244,HOSP-010,2023-08-08,2023-08-18,Dengue,General Medicine,10,Medium Treatment
ADM-005777,661-37-1705,DR-0270,HOSP-004,2023-08-24,2023-09-15,Hypertension,Cardiology,22,Long Treatment
ADM-005778,405-83-3051,DR-0111,HOSP-007,2024-04-09,2024-04-25,Migraine,Neurology,16,Long Treatment
ADM-005779,631-40-2987,DR-0310,HOSP-005,2022-01-31,2022-02-05,Stroke,Neurology,5,Medium Treatment
ADM-005780,310-77-4902,DR-0109,HOSP-001,2022-07-30,2022-08-10,Psoriasis,Dermatology,11,Medium Treatment
ADM-005781,935-62-4487,DR-0166,HOSP-010,2022-05-05,2022-05-07,Melanoma,Dermatology,2,Short Treatment
ADM-005782,659-19-8357,DR-0247,HOSP-007,2023-07-08,2023-07-12,Asthma,Pediatrics,4,Short Treatment
ADM-005783,554-18-5739,DR-0243,HOSP-010,2024-04-30,2024-05-09,Myocardial Infarction,Cardiology,9,Medium Treatment
ADM-005784,918-48-1137,DR-0273,HOSP-003,2023-06-26,2023-07-17,Pregnancy,Gynecology,21,Long Treatment
ADM-005785,176-70-5342,DR-0053,HOSP-004,2022-09-06,2022-09-24,Dengue,General Medicine,18,Long Treatment
ADM-005786,353-48-6413,DR-0342,HOSP-005,2024-01-14,2024-01-22,Diabetes,General Medicine,8,Medium Treatment
ADM-005787,660-40-1972,DR-0090,HOSP-009,2022-03-17,2022-03-24,Bipolar Disorder,Psychiatry,7,Medium Treatment
ADM-005788,892-15-1071,DR-0255,HOSP-010,2022-07-23,2022-08-14,Pneumonia,General Medicine,22,Long Treatment
ADM-005789,473-98-9255,DR-0296,HOSP-007,2023-08-12,2023-08-17,Ovarian Cyst,Gynecology,5,Medium Treatment
ADM-005790,110-24-6531,DR-0115,HOSP-007,2024-03-22,2024-04-02,Lung Cancer,Oncology,11,Medium Treatment
ADM-005791,254-59-5225,DR-0303,HOSP-002,2024-02-02,2024-02-11,Arthritis,Orthopedics,9,Medium Treatment
ADM-005792,287-45-8579,DR-0191,HOSP-001,2023-05-15,2023-06-08,Heart Failure,Cardiology,24,Long Treatment
ADM-005793,595-33-1572,DR-0283,HOSP-002,2022-02-15,2022-02-24,Depression,Psychiatry,9,Medium Treatment
ADM-005794,216-35-1406,DR-0153,HOSP-005,2023-04-21,2023-05-04,Psoriasis,Dermatology,13,Medium Treatment
ADM-005795,417-81-7171,DR-0011,HOSP-001,2024-04-05,2024-04-23,Schizophrenia,Psychiatry,18,Long Treatment
ADM-005796,530-27-7082,DR-0196,HOSP-005,2024-05-07,2024-05-30,Leukemia,Oncology,23,Long Treatment
ADM-005797,893-39-6870,DR-0269,HOSP-008,2022-01-07,2022-01-15,Viral Fever,General Medicine,8,Medium Treatment
ADM-005798,174-36-9114,DR-0288,HOSP-001,2024-03-15,2024-03-18,Ligament Tear,Orthopedics,3,Short Treatment
ADM-005799,945-52-9481,DR-0148,HOSP-008,2022-10-08,2022-10-10,Melanoma,Dermatology,2,Short Treatment
ADM-005800,582-50-6381,DR-0017,HOSP-003,2022-01-27,2022-02-04,Lymphoma,Oncology,8,Medium Treatment
ADM-005801,916-98-6452,DR-0023,HOSP-009,2024-02-11,2024-03-04,Lymphoma,Oncology,22,Long Treatment
ADM-005802,137-69-1490,DR-0086,HOSP-007,2022-05-13,2022-05-17,Depression,Psychiatry,4,Short Treatment
ADM-005803,900-16-6224,DR-0086,HOSP-007,2023-06-25,2023-07-13,Depression,Psychiatry,18,Long Treatment
ADM-005804,724-59-6011,DR-0011,HOSP-001,2023-03-24,2023-04-13,Depression,Psychiatry,20,Long Treatment
ADM-005805,441-34-9309,DR-0194,HOSP-002,2022-10-11,2022-10-19,Tonsillitis,Pediatrics,8,Medium Treatment
ADM-005806,305-81-9857,DR-0345,HOSP-002,2023-08-26,2023-08-29,Viral Fever,General Medicine,3,Short Treatment
ADM-005807,954-59-4411,DR-0094,HOSP-009,2022-11-08,2022-11-29,Arthritis,Orthopedics,21,Long Treatment
ADM-005808,726-21-2077,DR-0165,HOSP-007,2022-03-13,2022-04-02,Pregnancy,Gynecology,20,Long Treatment
ADM-005809,797-77-5195,DR-0332,HOSP-002,2022-06-23,2022-06-24,Bronchitis,Pediatrics,1,Short Treatment
ADM-005810,229-66-8873,DR-0160,HOSP-005,2022-05-31,2022-06-09,Spinal Disc Herniation,Orthopedics,9,Medium Treatment
ADM-005811,245-98-8113,DR-0322,HOSP-010,2022-03-07,2022-03-24,Spinal Disc Herniation,Orthopedics,17,Long Treatment
ADM-005812,262-41-5164,DR-0161,HOSP-006,2024-02-08,2024-02-09,Depression,Psychiatry,1,Short Treatment
ADM-005813,352-47-3365,DR-0043,HOSP-007,2023-11-16,2023-11-30,Lymphoma,Oncology,14,Medium Treatment
ADM-005814,636-75-1585,DR-0180,HOSP-006,2024-01-20,2024-01-30,Heart Failure,Cardiology,10,Medium Treatment
ADM-005815,340-13-4551,DR-0324,HOSP-009,2022-12-15,2022-12-16,Tonsillitis,Pediatrics,1,Short Treatment
ADM-005816,153-65-9340,DR-0249,HOSP-007,2023-09-20,2023-10-02,Food Poisoning,General Medicine,12,Medium Treatment
ADM-005817,807-21-8911,DR-0114,HOSP-009,2024-01-30,2024-02-10,Food Poisoning,General Medicine,11,Medium Treatment
ADM-005818,282-43-7635,DR-0328,HOSP-003,2023-06-24,2023-06-27,Stroke,Neurology,3,Short Treatment
ADM-005819,408-25-5047,DR-0340,HOSP-006,2023-10-25,2023-11-02,Measles,Pediatrics,8,Medium Treatment
ADM-005820,118-24-1798,DR-0098,HOSP-001,2022-08-16,2022-08-19,Spinal Disc Herniation,Orthopedics,3,Short Treatment
ADM-005821,386-67-5997,DR-0184,HOSP-009,2022-08-17,2022-08-23,Lung Cancer,Oncology,6,Medium Treatment
ADM-005822,968-34-8309,DR-0269,HOSP-008,2024-05-13,2024-05-17,Pneumonia,General Medicine,4,Short Treatment
ADM-005823,107-35-6699,DR-0319,HOSP-007,2023-08-22,2023-08-30,Psoriasis,Dermatology,8,Medium Treatment
ADM-005824,586-53-3761,DR-0301,HOSP-003,2024-01-23,2024-02-09,Diabetes,General Medicine,17,Long Treatment
ADM-005825,152-70-4433,DR-0116,HOSP-006,2024-03-08,2024-03-14,Psoriasis,Dermatology,6,Medium Treatment
ADM-005826,843-61-9648,DR-0013,HOSP-010,2023-01-11,2023-02-03,Parkinsons,Neurology,23,Long Treatment
ADM-005827,634-35-6968,DR-0181,HOSP-010,2024-05-20,2024-06-02,Arrhythmia,Cardiology,13,Medium Treatment
ADM-005828,495-94-3492,DR-0225,HOSP-008,2022-10-11,2022-11-03,Bronchitis,Pediatrics,23,Long Treatment
ADM-005829,678-84-9224,DR-0111,HOSP-007,2024-04-25,2024-05-01,Alzheimers,Neurology,6,Medium Treatment
ADM-005830,459-21-9755,DR-0017,HOSP-003,2022-06-20,2022-07-14,Breast Cancer,Oncology,24,Long Treatment
ADM-005831,348-95-3234,DR-0050,HOSP-002,2024-05-07,2024-05-22,Heart Failure,Cardiology,15,Long Treatment
ADM-005832,804-71-6416,DR-0256,HOSP-006,2023-09-01,2023-09-26,Anxiety Disorder,Psychiatry,25,Long Treatment
ADM-005833,202-37-9328,DR-0040,HOSP-004,2023-08-09,2023-08-13,PCOS,Gynecology,4,Short Treatment
ADM-005834,578-80-3126,DR-0308,HOSP-005,2022-11-22,2022-11-28,Alzheimers,Neurology,6,Medium Treatment
ADM-005835,586-32-7361,DR-0043,HOSP-007,2023-11-22,2023-12-07,Lung Cancer,Oncology,15,Long Treatment
ADM-005836,623-13-6077,DR-0080,HOSP-005,2022-01-06,2022-01-24,Acne Vulgaris,Dermatology,18,Long Treatment
ADM-005837,102-95-8029,DR-0179,HOSP-009,2023-12-20,2023-12-25,Measles,Pediatrics,5,Medium Treatment
ADM-005838,379-99-9908,DR-0321,HOSP-009,2022-01-11,2022-01-19,Bronchitis,Pediatrics,8,Medium Treatment
ADM-005839,510-52-1359,DR-0341,HOSP-001,2022-10-21,2022-11-07,Asthma,Pediatrics,17,Long Treatment
ADM-005840,481-14-3404,DR-0024,HOSP-009,2022-01-13,2022-02-05,Anxiety Disorder,Psychiatry,23,Long Treatment
ADM-005841,672-95-6802,DR-0310,HOSP-005,2023-11-12,2023-11-24,Epilepsy,Neurology,12,Medium Treatment
ADM-005842,115-18-2477,DR-0276,HOSP-008,2022-01-10,2022-01-24,Melanoma,Dermatology,14,Medium Treatment
ADM-005843,328-27-2679,DR-0014,HOSP-008,2024-01-31,2024-02-21,Bipolar Disorder,Psychiatry,21,Long Treatment
ADM-005844,569-96-9791,DR-0129,HOSP-001,2023-11-17,2023-12-02,Ligament Tear,Orthopedics,15,Long Treatment
ADM-005845,270-82-1732,DR-0086,HOSP-007,2023-01-10,2023-01-13,Bipolar Disorder,Psychiatry,3,Short Treatment
ADM-005846,556-37-4804,DR-0245,HOSP-007,2022-05-30,2022-06-15,Myocardial Infarction,Cardiology,16,Long Treatment
ADM-005847,554-58-9820,DR-0181,HOSP-010,2023-12-26,2024-01-06,Arrhythmia,Cardiology,11,Medium Treatment
ADM-005848,579-71-2576,DR-0327,HOSP-003,2022-06-10,2022-06-29,Stroke,Neurology,19,Long Treatment
ADM-005849,383-16-4173,DR-0229,HOSP-001,2022-05-15,2022-05-22,Ligament Tear,Orthopedics,7,Medium Treatment
ADM-005850,772-40-5366,DR-0209,HOSP-005,2022-11-29,2022-12-23,Hypertension,Cardiology,24,Long Treatment
ADM-005851,962-48-2892,DR-0158,HOSP-001,2023-03-22,2023-04-01,Pneumonia,General Medicine,10,Medium Treatment
ADM-005852,945-50-4182,DR-0104,HOSP-001,2022-04-22,2022-05-01,Anxiety Disorder,Psychiatry,9,Medium Treatment
ADM-005853,343-84-1096,DR-0199,HOSP-003,2022-01-05,2022-01-06,Leukemia,Oncology,1,Short Treatment
ADM-005854,160-70-5692,DR-0020,HOSP-006,2024-01-25,2024-02-06,Eczema,Dermatology,12,Medium Treatment
ADM-005855,535-43-2899,DR-0188,HOSP-008,2022-08-12,2022-08-30,Chickenpox,Pediatrics,18,Long Treatment
ADM-005856,618-22-6592,DR-0289,HOSP-004,2022-09-18,2022-09-19,Chickenpox,Pediatrics,1,Short Treatment
ADM-005857,801-48-7156,DR-0076,HOSP-008,2022-02-18,2022-03-09,Ovarian Cyst,Gynecology,19,Long Treatment
ADM-005858,606-69-5690,DR-0271,HOSP-010,2022-05-22,2022-06-13,Tonsillitis,Pediatrics,22,Long Treatment
ADM-005859,175-36-7379,DR-0057,HOSP-010,2022-08-18,2022-08-28,Ovarian Cyst,Gynecology,10,Medium Treatment
ADM-005860,639-55-8202,DR-0015,HOSP-005,2023-01-31,2023-02-09,Melanoma,Dermatology,9,Medium Treatment
ADM-005861,142-76-9803,DR-0148,HOSP-008,2023-01-14,2023-01-27,Acne Vulgaris,Dermatology,13,Medium Treatment
ADM-005862,520-28-8881,DR-0209,HOSP-005,2022-07-25,2022-07-26,Coronary Artery Disease,Cardiology,1,Short Treatment
